,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker,Adj Close
590,2021-07-09,14578.4296875,14710.2001953125,14552.259765625,14701.919921875,3809040000.0,0.0,0.0,^IXIC,
591,2021-07-12,14743.8603515625,14761.080078125,14672.6298828125,14733.240234375,3864500000.0,0.0,0.0,^IXIC,
592,2021-07-13,14715.1298828125,14803.6796875,14660.1904296875,14677.650390625,4553380000.0,0.0,0.0,^IXIC,
593,2021-07-14,14780.900390625,14790.5498046875,14632.9501953125,14644.9501953125,4461730000.0,0.0,0.0,^IXIC,
594,2021-07-15,14635.7802734375,14650.3701171875,14451.7998046875,14543.1298828125,4493540000.0,0.0,0.0,^IXIC,
595,2021-07-16,14597.509765625,14623.01953125,14413.3203125,14427.240234375,4048940000.0,0.0,0.0,^IXIC,
596,2021-07-19,14235.98046875,14313.599609375,14178.66015625,14274.98046875,4507040000.0,0.0,0.0,^IXIC,
597,2021-07-20,14330.4599609375,14555.75,14271.23046875,14498.8798828125,4618980000.0,0.0,0.0,^IXIC,
598,2021-07-21,14508.75,14633.1396484375,14498.650390625,14631.9501953125,4075150000.0,0.0,0.0,^IXIC,
599,2021-07-22,14652.7197265625,14694.1904296875,14617.8701171875,14684.599609375,3574560000.0,0.0,0.0,^IXIC,
600,2021-07-23,14753.0595703125,14846.0595703125,14698.76953125,14836.990234375,3959410000.0,0.0,0.0,^IXIC,
601,2021-07-26,14821.0302734375,14863.650390625,14790.490234375,14840.7099609375,4409960000.0,0.0,0.0,^IXIC,
602,2021-07-27,14807.9501953125,14811.080078125,14503.759765625,14660.580078125,4300000000.0,0.0,0.0,^IXIC,
603,2021-07-28,14715.66015625,14798.8798828125,14645.6298828125,14762.580078125,4235390000.0,0.0,0.0,^IXIC,
604,2021-07-29,14771.169921875,14833.740234375,14761.3798828125,14778.259765625,3904590000.0,0.0,0.0,^IXIC,
605,2021-07-30,14615.849609375,14728.7802734375,14615.849609375,14672.6796875,3628750000.0,0.0,0.0,^IXIC,
606,2021-08-02,14758.599609375,14770.41015625,14665.669921875,14681.0703125,3738200000.0,0.0,0.0,^IXIC,
607,2021-08-03,14713.990234375,14762.599609375,14584.08984375,14761.2900390625,4117520000.0,0.0,0.0,^IXIC,
608,2021-08-04,14747.2099609375,14812.3701171875,14734.1201171875,14780.5302734375,4319400000.0,0.0,0.0,^IXIC,
609,2021-08-05,14794.080078125,14896.4697265625,14776.0302734375,14895.1201171875,4087320000.0,0.0,0.0,^IXIC,
610,2021-08-06,14864.2197265625,14890.1796875,14788.58984375,14835.759765625,4159050000.0,0.0,0.0,^IXIC,
611,2021-08-09,14855.759765625,14883.8095703125,14802.6904296875,14860.1796875,4095760000.0,0.0,0.0,^IXIC,
612,2021-08-10,14887.75,14894.6103515625,14754.48046875,14788.08984375,3978790000.0,0.0,0.0,^IXIC,
613,2021-08-11,14834.3798828125,14842.5,14692.41015625,14765.1396484375,3980530000.0,0.0,0.0,^IXIC,
614,2021-08-12,14751.3603515625,14824.3095703125,14698.9404296875,14816.259765625,4020260000.0,0.0,0.0,^IXIC,
615,2021-08-13,14825.0703125,14850.6103515625,14797.2197265625,14822.900390625,4038130000.0,0.0,0.0,^IXIC,
616,2021-08-16,14771.5302734375,14794.6796875,14610.01953125,14793.759765625,3953840000.0,0.0,0.0,^IXIC,
617,2021-08-17,14670.5595703125,14716.9501953125,14550.8798828125,14656.1796875,4151190000.0,0.0,0.0,^IXIC,
618,2021-08-18,14636.240234375,14697.25,14516.2998046875,14525.91015625,3814120000.0,0.0,0.0,^IXIC,
619,2021-08-19,14423.16015625,14610.759765625,14423.16015625,14541.7900390625,4172870000.0,0.0,0.0,^IXIC,
620,2021-08-20,14571.5302734375,14722.16015625,14571.5302734375,14714.66015625,3864780000.0,0.0,0.0,^IXIC,
621,2021-08-23,14776.98046875,14963.4697265625,14776.98046875,14942.650390625,3893990000.0,0.0,0.0,^IXIC,
622,2021-08-24,14978.1396484375,15034.8896484375,14965.5400390625,15019.7998046875,3792870000.0,0.0,0.0,^IXIC,
623,2021-08-25,15039.0302734375,15059.4296875,15011.580078125,15041.8603515625,3629990000.0,0.0,0.0,^IXIC,
624,2021-08-26,15025.169921875,15059.6298828125,14939.5595703125,14945.8095703125,3610970000.0,0.0,0.0,^IXIC,
625,2021-08-27,14969.76953125,15144.48046875,14966.51953125,15129.5,4006310000.0,0.0,0.0,^IXIC,
626,2021-08-30,15165.9404296875,15288.080078125,15165.1201171875,15265.8896484375,4034110000.0,0.0,0.0,^IXIC,
627,2021-08-31,15262.8798828125,15278.9599609375,15202.669921875,15259.240234375,4170170000.0,0.0,0.0,^IXIC,
628,2021-09-01,15308.98046875,15379.5,15302.1103515625,15309.3798828125,4248030000.0,0.0,0.0,^IXIC,
629,2021-09-02,15358.4697265625,15380.0703125,15285.349609375,15331.1796875,4018120000.0,0.0,0.0,^IXIC,
630,2021-09-03,15313.41015625,15375.5595703125,15283.669921875,15363.51953125,3692170000.0,0.0,0.0,^IXIC,
631,2021-09-07,15375.98046875,15403.4404296875,15343.2802734375,15374.330078125,3967040000.0,0.0,0.0,^IXIC,
632,2021-09-08,15360.349609375,15360.349609375,15206.6103515625,15286.6396484375,4113530000.0,0.0,0.0,^IXIC,
633,2021-09-09,15296.0595703125,15352.3798828125,15245.169921875,15248.25,3997250000.0,0.0,0.0,^IXIC,
634,2021-09-10,15332.919921875,15349.4697265625,15111.3095703125,15115.490234375,4567980000.0,0.0,0.0,^IXIC,
635,2021-09-13,15211.4296875,15215.4404296875,15030.849609375,15105.580078125,4701190000.0,0.0,0.0,^IXIC,
636,2021-09-14,15168.4501953125,15181.1904296875,15008.2998046875,15037.759765625,4571950000.0,0.0,0.0,^IXIC,
637,2021-09-15,15071.33984375,15174.3798828125,14984.6796875,15161.5302734375,4446270000.0,0.0,0.0,^IXIC,
638,2021-09-16,15120.08984375,15205.5,15047.1396484375,15181.919921875,3681700000.0,0.0,0.0,^IXIC,
639,2021-09-17,15163.3603515625,15166.5595703125,14998.73046875,15043.9697265625,6682650000.0,0.0,0.0,^IXIC,
640,2021-09-20,14758.1396484375,14841.8203125,14530.0703125,14713.900390625,4860630000.0,0.0,0.0,^IXIC,
641,2021-09-21,14803.3603515625,14847.0302734375,14696.4697265625,14746.400390625,4056340000.0,0.0,0.0,^IXIC,
642,2021-09-22,14800.58984375,14950.1201171875,14767.009765625,14896.849609375,4229870000.0,0.0,0.0,^IXIC,
643,2021-09-23,14960.0,15085.4404296875,14932.509765625,15052.240234375,4176520000.0,0.0,0.0,^IXIC,
644,2021-09-24,14961.6103515625,15067.5595703125,14946.5703125,15047.7001953125,3972140000.0,0.0,0.0,^IXIC,
645,2021-09-27,14954.1796875,15003.16015625,14864.9599609375,14969.9697265625,4619450000.0,0.0,0.0,^IXIC,
646,2021-09-28,14787.2099609375,14817.740234375,14539.8798828125,14546.6796875,4954270000.0,0.0,0.0,^IXIC,
647,2021-09-29,14614.8798828125,14676.6201171875,14493.669921875,14512.4404296875,5246170000.0,0.0,0.0,^IXIC,
648,2021-09-30,14582.599609375,14632.3603515625,14444.2998046875,14448.580078125,5910550000.0,0.0,0.0,^IXIC,
649,2021-10-01,14494.9296875,14606.8203125,14324.009765625,14566.7001953125,4688550000.0,0.0,0.0,^IXIC,
650,2021-10-04,14493.1201171875,14499.740234375,14181.6904296875,14255.48046875,4539650000.0,0.0,0.0,^IXIC,
651,2021-10-05,14312.8603515625,14508.650390625,14299.7802734375,14433.830078125,4143190000.0,0.0,0.0,^IXIC,
652,2021-10-06,14289.4501953125,14509.5498046875,14259.0703125,14501.91015625,4443760000.0,0.0,0.0,^IXIC,
653,2021-10-07,14631.7998046875,14755.7197265625,14615.1396484375,14654.01953125,3936210000.0,0.0,0.0,^IXIC,
654,2021-10-08,14694.7197265625,14699.91015625,14569.6796875,14579.5400390625,3557630000.0,0.0,0.0,^IXIC,
655,2021-10-11,14540.080078125,14665.990234375,14482.6201171875,14486.2001953125,3522230000.0,0.0,0.0,^IXIC,
656,2021-10-12,14539.08984375,14552.7099609375,14441.599609375,14465.919921875,4037030000.0,0.0,0.0,^IXIC,
657,2021-10-13,14537.169921875,14589.2802734375,14471.8798828125,14571.6396484375,4032440000.0,0.0,0.0,^IXIC,
658,2021-10-14,14717.5,14827.5595703125,14699.51953125,14823.4296875,4240520000.0,0.0,0.0,^IXIC,
659,2021-10-15,14891.240234375,14904.98046875,14847.9599609375,14897.33984375,4473930000.0,0.0,0.0,^IXIC,
660,2021-10-18,14839.740234375,15026.6796875,14833.2802734375,15021.8095703125,4142540000.0,0.0,0.0,^IXIC,
661,2021-10-19,15073.1298828125,15137.849609375,15049.73046875,15129.08984375,4443000000.0,0.0,0.0,^IXIC,
662,2021-10-20,15160.0,15178.3896484375,15071.150390625,15121.6796875,4086590000.0,0.0,0.0,^IXIC,
663,2021-10-21,15104.7998046875,15222.25,15094.1396484375,15215.7001953125,4880390000.0,0.0,0.0,^IXIC,
664,2021-10-22,15158.0703125,15193.009765625,15021.01953125,15090.2001953125,5719760000.0,0.0,0.0,^IXIC,
665,2021-10-25,15142.919921875,15259.6298828125,15070.75,15226.7099609375,5677320000.0,0.0,0.0,^IXIC,
666,2021-10-26,15317.5,15384.0,15198.23046875,15235.7099609375,7035470000.0,0.0,0.0,^IXIC,
667,2021-10-27,15276.0,15364.5400390625,15235.83984375,15235.83984375,6083210000.0,0.0,0.0,^IXIC,
668,2021-10-28,15304.740234375,15452.2998046875,15290.3095703125,15448.1201171875,5660240000.0,0.0,0.0,^IXIC,
669,2021-10-29,15323.2900390625,15504.1201171875,15323.2900390625,15498.3896484375,5310370000.0,0.0,0.0,^IXIC,
670,2021-11-01,15541.259765625,15598.9501953125,15470.8203125,15595.919921875,5239250000.0,0.0,0.0,^IXIC,
671,2021-11-02,15583.98046875,15656.599609375,15569.26953125,15649.599609375,5118540000.0,0.0,0.0,^IXIC,
672,2021-11-03,15658.51953125,15821.5703125,15616.4404296875,15811.580078125,5274520000.0,0.0,0.0,^IXIC,
673,2021-11-04,15849.740234375,15966.08984375,15827.66015625,15940.3095703125,5252570000.0,0.0,0.0,^IXIC,
674,2021-11-05,16003.5595703125,16053.3896484375,15900.7802734375,15971.58984375,5534130000.0,0.0,0.0,^IXIC,
675,2021-11-08,15995.7197265625,16038.23046875,15961.8095703125,15982.3603515625,5620280000.0,0.0,0.0,^IXIC,
676,2021-11-09,16024.1298828125,16035.2099609375,15836.6796875,15886.5400390625,5531330000.0,0.0,0.0,^IXIC,
677,2021-11-10,15753.83984375,15867.240234375,15543.6796875,15622.7099609375,5336480000.0,0.0,0.0,^IXIC,
678,2021-11-11,15752.080078125,15768.0302734375,15695.76953125,15704.2802734375,4520600000.0,0.0,0.0,^IXIC,
679,2021-11-12,15752.6201171875,15874.5703125,15705.3798828125,15860.9599609375,5412870000.0,0.0,0.0,^IXIC,
680,2021-11-15,15894.8203125,15918.4501953125,15778.3095703125,15853.849609375,4978040000.0,0.0,0.0,^IXIC,
681,2021-11-16,15840.3203125,15989.6103515625,15825.0,15973.8603515625,5441150000.0,0.0,0.0,^IXIC,
682,2021-11-17,15973.6201171875,15998.5703125,15909.3896484375,15921.5703125,5024540000.0,0.0,0.0,^IXIC,
683,2021-11-18,15973.3896484375,16010.8798828125,15848.830078125,15993.7099609375,5361690000.0,0.0,0.0,^IXIC,
684,2021-11-19,16042.16015625,16121.1201171875,16017.23046875,16057.4404296875,4849160000.0,0.0,0.0,^IXIC,
685,2021-11-22,16120.919921875,16212.23046875,15851.0400390625,15854.759765625,5531070000.0,0.0,0.0,^IXIC,
686,2021-11-23,15809.5,15895.8603515625,15601.4599609375,15775.1396484375,5412610000.0,0.0,0.0,^IXIC,
687,2021-11-24,15677.8798828125,15848.5595703125,15591.3603515625,15845.23046875,4178630000.0,0.0,0.0,^IXIC,
688,2021-11-26,15664.3798828125,15731.5400390625,15456.08984375,15491.66015625,3502030000.0,0.0,0.0,^IXIC,
689,2021-11-29,15719.419921875,15833.1103515625,15644.6103515625,15782.830078125,4800570000.0,0.0,0.0,^IXIC,
690,2021-11-30,15716.5,15828.2001953125,15451.3896484375,15537.6904296875,6609380000.0,0.0,0.0,^IXIC,
691,2021-12-01,15752.26953125,15816.8203125,15243.9296875,15254.0498046875,6266020000.0,0.0,0.0,^IXIC,
692,2021-12-02,15181.8203125,15444.5400390625,15150.1201171875,15381.3203125,5390100000.0,0.0,0.0,^IXIC,
693,2021-12-03,15428.7099609375,15470.3603515625,14931.0595703125,15085.4697265625,5859520000.0,0.0,0.0,^IXIC,
694,2021-12-06,15117.6298828125,15281.990234375,14931.6103515625,15225.150390625,5095960000.0,0.0,0.0,^IXIC,
695,2021-12-07,15510.91015625,15720.08984375,15507.66015625,15686.919921875,5091220000.0,0.0,0.0,^IXIC,
696,2021-12-08,15690.650390625,15792.6396484375,15618.8798828125,15786.990234375,4600800000.0,0.0,0.0,^IXIC,
697,2021-12-09,15720.5400390625,15796.0498046875,15511.1201171875,15517.3701171875,4484230000.0,0.0,0.0,^IXIC,
698,2021-12-10,15629.58984375,15677.599609375,15477.849609375,15630.599609375,4395460000.0,0.0,0.0,^IXIC,
699,2021-12-13,15621.26953125,15637.0595703125,15408.25,15413.2802734375,4549170000.0,0.0,0.0,^IXIC,
700,2021-12-14,15215.9599609375,15317.5498046875,15097.349609375,15237.6396484375,4802460000.0,0.0,0.0,^IXIC,
701,2021-12-15,15230.7099609375,15575.759765625,15055.23046875,15565.580078125,5318850000.0,0.0,0.0,^IXIC,
702,2021-12-16,15629.080078125,15633.1904296875,15119.490234375,15180.4296875,4890470000.0,0.0,0.0,^IXIC,
703,2021-12-17,15036.76953125,15288.7802734375,14960.3701171875,15169.6796875,7616320000.0,0.0,0.0,^IXIC,
704,2021-12-20,14933.0,15007.2998046875,14860.0400390625,14980.9404296875,4576750000.0,0.0,0.0,^IXIC,
705,2021-12-21,15140.4296875,15349.0595703125,15015.0302734375,15341.08984375,4546230000.0,0.0,0.0,^IXIC,
706,2021-12-22,15319.16015625,15525.9697265625,15303.0595703125,15521.8896484375,4080900000.0,0.0,0.0,^IXIC,
707,2021-12-23,15544.7900390625,15697.98046875,15528.91015625,15653.3701171875,3918200000.0,0.0,0.0,^IXIC,
708,2021-12-27,15696.830078125,15871.400390625,15696.830078125,15871.259765625,3730120000.0,0.0,0.0,^IXIC,
709,2021-12-28,15895.2001953125,15901.4697265625,15757.0703125,15781.7197265625,3623600000.0,0.0,0.0,^IXIC,
710,2021-12-29,15794.919921875,15821.8095703125,15679.849609375,15766.2197265625,3694500000.0,0.0,0.0,^IXIC,
711,2021-12-30,15758.98046875,15868.08984375,15729.16015625,15741.5595703125,3732730000.0,0.0,0.0,^IXIC,
712,2021-12-31,15722.91015625,15777.4296875,15643.9404296875,15644.9697265625,3379850000.0,0.0,0.0,^IXIC,
713,2022-01-03,15732.5,15832.7998046875,15644.08984375,15832.7998046875,4412130000.0,0.0,0.0,^IXIC,
714,2022-01-04,15852.1396484375,15852.1396484375,15512.41015625,15622.7197265625,5109270000.0,0.0,0.0,^IXIC,
715,2022-01-05,15547.16015625,15586.2998046875,15095.1796875,15100.169921875,5011990000.0,0.0,0.0,^IXIC,
716,2022-01-06,15024.150390625,15198.4501953125,14914.8701171875,15080.8603515625,4774740000.0,0.0,0.0,^IXIC,
717,2022-01-07,15095.7197265625,15171.01953125,14877.6298828125,14935.900390625,4229270000.0,0.0,0.0,^IXIC,
718,2022-01-10,14751.7802734375,14953.849609375,14530.23046875,14942.830078125,5303230000.0,0.0,0.0,^IXIC,
719,2022-01-11,14919.259765625,15158.7099609375,14837.6298828125,15153.4501953125,4378660000.0,0.0,0.0,^IXIC,
720,2022-01-12,15263.099609375,15319.0302734375,15117.2900390625,15188.3896484375,4321180000.0,0.0,0.0,^IXIC,
721,2022-01-13,15245.0400390625,15259.7099609375,14782.240234375,14806.8095703125,4283070000.0,0.0,0.0,^IXIC,
722,2022-01-14,14708.01953125,14897.6796875,14689.4296875,14893.75,4345780000.0,0.0,0.0,^IXIC,
723,2022-01-18,14681.830078125,14740.5400390625,14482.9404296875,14506.900390625,5027990000.0,0.0,0.0,^IXIC,
724,2022-01-19,14582.2197265625,14658.8896484375,14331.650390625,14340.259765625,4639990000.0,0.0,0.0,^IXIC,
725,2022-01-20,14462.849609375,14642.0302734375,14140.7802734375,14154.01953125,5078450000.0,0.0,0.0,^IXIC,
726,2022-01-21,14046.2197265625,14171.7197265625,13764.240234375,13768.919921875,5845830000.0,0.0,0.0,^IXIC,
727,2022-01-24,13481.5,13876.6103515625,13094.650390625,13855.1298828125,6982960000.0,0.0,0.0,^IXIC,
728,2022-01-25,13610.8701171875,13781.6201171875,13414.1396484375,13539.2900390625,4981070000.0,0.0,0.0,^IXIC,
729,2022-01-26,13871.76953125,14002.650390625,13392.1904296875,13542.1201171875,5734390000.0,0.0,0.0,^IXIC,
730,2022-01-27,13710.990234375,13765.91015625,13322.66015625,13352.7802734375,5155970000.0,0.0,0.0,^IXIC,
731,2022-01-28,13436.7099609375,13771.91015625,13236.5595703125,13770.5703125,4955960000.0,0.0,0.0,^IXIC,
732,2022-01-31,13812.1904296875,14242.900390625,13767.7099609375,14239.8798828125,5111460000.0,0.0,0.0,^IXIC,
733,2022-02-01,14277.4296875,14358.6904296875,14070.76953125,14346.0,4650460000.0,0.0,0.0,^IXIC,
734,2022-02-02,14494.4697265625,14504.8203125,14264.650390625,14417.5498046875,4647630000.0,0.0,0.0,^IXIC,
735,2022-02-03,14045.830078125,14207.8896484375,13851.740234375,13878.8203125,4306490000.0,0.0,0.0,^IXIC,
736,2022-02-04,13958.48046875,14222.759765625,13850.3896484375,14098.009765625,4104120000.0,0.0,0.0,^IXIC,
737,2022-02-07,14118.7900390625,14236.3095703125,13974.099609375,14015.669921875,4253020000.0,0.0,0.0,^IXIC,
738,2022-02-08,13984.4296875,14226.48046875,13934.7802734375,14194.4501953125,4277150000.0,0.0,0.0,^IXIC,
739,2022-02-09,14368.16015625,14490.7197265625,14330.8701171875,14490.3701171875,4713210000.0,0.0,0.0,^IXIC,
740,2022-02-10,14228.6796875,14509.5595703125,14118.2001953125,14185.6396484375,5191050000.0,0.0,0.0,^IXIC,
741,2022-02-11,14213.6201171875,14246.7001953125,13733.16015625,13791.150390625,5222590000.0,0.0,0.0,^IXIC,
742,2022-02-14,13768.9697265625,13921.7099609375,13664.759765625,13790.919921875,4301470000.0,0.0,0.0,^IXIC,
743,2022-02-15,13997.1796875,14142.490234375,13976.2900390625,14139.759765625,4393050000.0,0.0,0.0,^IXIC,
744,2022-02-16,14038.919921875,14163.73046875,13931.990234375,14124.08984375,4224060000.0,0.0,0.0,^IXIC,
745,2022-02-17,14004.1904296875,14020.8203125,13704.7001953125,13716.7197265625,4259890000.0,0.0,0.0,^IXIC,
746,2022-02-18,13735.400390625,13762.400390625,13465.5595703125,13548.0703125,4475010000.0,0.0,0.0,^IXIC,
747,2022-02-22,13424.3603515625,13618.7197265625,13249.650390625,13381.51953125,4830920000.0,0.0,0.0,^IXIC,
748,2022-02-23,13511.75,13533.7802734375,13032.169921875,13037.490234375,4614090000.0,0.0,0.0,^IXIC,
749,2022-02-24,12587.8798828125,13486.1103515625,12587.8798828125,13473.58984375,6131410000.0,0.0,0.0,^IXIC,
750,2022-02-25,13485.259765625,13696.8603515625,13358.2900390625,13694.6201171875,4614110000.0,0.0,0.0,^IXIC,
751,2022-02-28,13570.830078125,13810.6396484375,13549.900390625,13751.400390625,5894130000.0,0.0,0.0,^IXIC,
752,2022-03-01,13716.7001953125,13777.0400390625,13441.3203125,13532.4599609375,6094490000.0,0.0,0.0,^IXIC,
753,2022-03-02,13597.5302734375,13796.5498046875,13493.91015625,13752.01953125,5229480000.0,0.0,0.0,^IXIC,
754,2022-03-03,13837.58984375,13837.58984375,13472.6396484375,13537.9404296875,5058590000.0,0.0,0.0,^IXIC,
755,2022-03-04,13455.23046875,13486.7099609375,13224.98046875,13313.4404296875,5319630000.0,0.0,0.0,^IXIC,
756,2021-03-08,15251.830078125,15471.91015625,15236.9296875,15288.3798828125,5852240000.0,0.0,0.0,^NYA,
757,2021-03-09,15288.3798828125,15498.08984375,15288.3798828125,15375.6298828125,5496340000.0,0.0,0.0,^NYA,
758,2021-03-10,15375.6298828125,15573.26953125,15375.6298828125,15521.83984375,5827250000.0,0.0,0.0,^NYA,
759,2021-03-11,15521.83984375,15701.8203125,15521.83984375,15648.0,5300010000.0,0.0,0.0,^NYA,
760,2021-03-12,15648.0,15717.8095703125,15607.7998046875,15715.2099609375,4469240000.0,0.0,0.0,^NYA,
761,2021-03-15,15715.2099609375,15778.0400390625,15613.169921875,15775.5,4882190000.0,0.0,0.0,^NYA,
762,2021-03-16,15775.5,15775.5,15639.349609375,15669.2998046875,4604870000.0,0.0,0.0,^NYA,
763,2021-03-17,15669.2998046875,15746.0302734375,15579.5302734375,15731.150390625,4541620000.0,0.0,0.0,^NYA,
764,2021-03-18,15731.150390625,15797.9404296875,15559.830078125,15589.08984375,4043170000.0,0.0,0.0,^NYA,
765,2021-03-19,15589.0703125,15636.1201171875,15454.1103515625,15562.259765625,7725050000.0,0.0,0.0,^NYA,
766,2021-03-22,15562.259765625,15595.599609375,15496.5595703125,15551.5595703125,4311380000.0,0.0,0.0,^NYA,
767,2021-03-23,15551.580078125,15551.580078125,15306.0703125,15346.5302734375,4645340000.0,0.0,0.0,^NYA,
768,2021-03-24,15346.5302734375,15479.849609375,15276.5595703125,15276.5595703125,4766990000.0,0.0,0.0,^NYA,
769,2021-03-25,15276.5595703125,15439.08984375,15138.6904296875,15410.3701171875,4940800000.0,0.0,0.0,^NYA,
770,2021-03-26,15410.3701171875,15687.1796875,15410.3701171875,15682.5400390625,5467850000.0,0.0,0.0,^NYA,
771,2021-03-29,15682.5400390625,15682.5400390625,15522.66015625,15611.8798828125,4619840000.0,0.0,0.0,^NYA,
772,2021-03-30,15611.8798828125,15663.009765625,15551.5302734375,15626.1103515625,4103570000.0,0.0,0.0,^NYA,
773,2021-03-31,15626.1103515625,15681.91015625,15601.740234375,15601.740234375,4564980000.0,0.0,0.0,^NYA,
774,2021-04-01,15601.740234375,15752.330078125,15601.740234375,15751.7001953125,4151240000.0,0.0,0.0,^NYA,
775,2021-04-05,15752.240234375,15882.099609375,15752.240234375,15870.33984375,3999760000.0,0.0,0.0,^NYA,
776,2021-04-06,15870.33984375,15920.2802734375,15842.25,15877.9599609375,4027880000.0,0.0,0.0,^NYA,
777,2021-04-07,15877.9599609375,15905.25,15804.4501953125,15838.849609375,4112640000.0,0.0,0.0,^NYA,
778,2021-04-08,15838.849609375,15894.7998046875,15812.3701171875,15886.5595703125,3901910000.0,0.0,0.0,^NYA,
779,2021-04-09,15886.5595703125,15956.3798828125,15865.599609375,15956.3701171875,3634910000.0,0.0,0.0,^NYA,
780,2021-04-12,15956.3701171875,15986.3603515625,15933.73046875,15977.4599609375,3578500000.0,0.0,0.0,^NYA,
781,2021-04-13,15977.4599609375,15989.7998046875,15902.16015625,15962.33984375,3728440000.0,0.0,0.0,^NYA,
782,2021-04-14,15962.33984375,16076.259765625,15962.33984375,16000.150390625,3976540000.0,0.0,0.0,^NYA,
783,2021-04-15,16000.150390625,16123.4697265625,16000.150390625,16116.849609375,4027680000.0,0.0,0.0,^NYA,
784,2021-04-16,16116.849609375,16207.099609375,16116.849609375,16186.2900390625,4157430000.0,0.0,0.0,^NYA,
785,2021-04-19,16186.2900390625,16186.2900390625,16076.5703125,16107.5595703125,3788020000.0,0.0,0.0,^NYA,
786,2021-04-20,16107.5595703125,16107.5595703125,15887.3896484375,15944.6103515625,4338230000.0,0.0,0.0,^NYA,
787,2021-04-21,15944.6103515625,16128.900390625,15903.4599609375,16121.6103515625,3865820000.0,0.0,0.0,^NYA,
788,2021-04-22,16121.6103515625,16175.2001953125,15991.83984375,16030.6201171875,4235040000.0,0.0,0.0,^NYA,
789,2021-04-23,16030.6201171875,16246.3701171875,16030.6201171875,16206.0,3568080000.0,0.0,0.0,^NYA,
790,2021-04-26,16206.0,16278.099609375,16206.0,16241.2099609375,3738920000.0,0.0,0.0,^NYA,
791,2021-04-27,16241.2099609375,16287.6201171875,16212.75,16273.3095703125,3703240000.0,0.0,0.0,^NYA,
792,2021-04-28,16273.3095703125,16362.599609375,16273.3095703125,16322.1298828125,3772390000.0,0.0,0.0,^NYA,
793,2021-04-29,16322.1298828125,16413.279296875,16263.0400390625,16376.0,4288940000.0,0.0,0.0,^NYA,
794,2021-04-30,16376.0,16376.0,16199.48046875,16219.330078125,4273680000.0,0.0,0.0,^NYA,
795,2021-05-03,16219.330078125,16375.0703125,16219.330078125,16325.240234375,4061170000.0,0.0,0.0,^NYA,
796,2021-05-04,16325.240234375,16325.240234375,16156.990234375,16289.26953125,4441080000.0,0.0,0.0,^NYA,
797,2021-05-05,16289.26953125,16394.619140625,16284.740234375,16348.41015625,4029050000.0,0.0,0.0,^NYA,
798,2021-05-06,16348.41015625,16462.439453125,16275.16015625,16459.599609375,4504860000.0,0.0,0.0,^NYA,
799,2021-05-07,16459.599609375,16598.01953125,16439.0390625,16590.4296875,4013060000.0,0.0,0.0,^NYA,
800,2021-05-10,16590.4296875,16685.890625,16516.80078125,16516.830078125,3678970000.0,0.0,0.0,^NYA,
801,2021-05-11,16516.830078125,16516.830078125,16211.5400390625,16355.6201171875,3593110000.0,0.0,0.0,^NYA,
802,2021-05-12,16355.6201171875,16355.6201171875,16030.2998046875,16042.9697265625,3735080000.0,0.0,0.0,^NYA,
803,2021-05-13,16042.9697265625,16243.26953125,16035.490234375,16181.6298828125,3687780000.0,0.0,0.0,^NYA,
804,2021-05-14,16181.6298828125,16438.900390625,16181.6298828125,16415.359375,3251920000.0,0.0,0.0,^NYA,
805,2021-05-17,16415.359375,16434.25,16341.1796875,16422.9609375,3307130000.0,0.0,0.0,^NYA,
806,2021-05-18,16422.9609375,16458.23046875,16337.2900390625,16337.73046875,3559790000.0,0.0,0.0,^NYA,
807,2021-05-19,16337.73046875,16337.73046875,16040.4296875,16233.3203125,3485550000.0,0.0,0.0,^NYA,
808,2021-05-20,16233.3203125,16398.76953125,16233.2998046875,16350.4501953125,3019060000.0,0.0,0.0,^NYA,
809,2021-05-21,16350.4501953125,16475.0,16344.759765625,16375.0,3344620000.0,0.0,0.0,^NYA,
810,2021-05-24,16375.0,16508.51953125,16375.0,16464.689453125,2947400000.0,0.0,0.0,^NYA,
811,2021-05-25,16464.689453125,16525.810546875,16375.150390625,16390.189453125,3420870000.0,0.0,0.0,^NYA,
812,2021-05-26,16390.189453125,16466.33984375,16388.3203125,16451.9609375,3674490000.0,0.0,0.0,^NYA,
813,2021-05-27,16451.9609375,16546.359375,16451.9609375,16531.94921875,5201110000.0,0.0,0.0,^NYA,
814,2021-05-28,16531.94921875,16588.689453125,16531.94921875,16555.66015625,4199270000.0,0.0,0.0,^NYA,
815,2021-06-01,16555.66015625,16718.669921875,16555.66015625,16643.3203125,4122960000.0,0.0,0.0,^NYA,
816,2021-06-02,16643.3203125,16691.9609375,16620.55078125,16673.9609375,4860930000.0,0.0,0.0,^NYA,
817,2021-06-03,16673.9609375,16673.9609375,16530.19921875,16632.33984375,4579450000.0,0.0,0.0,^NYA,
818,2021-06-04,16632.33984375,16718.009765625,16632.33984375,16708.740234375,3487070000.0,0.0,0.0,^NYA,
819,2021-06-07,16708.740234375,16725.55078125,16669.900390625,16709.30078125,3835570000.0,0.0,0.0,^NYA,
820,2021-06-08,16685.140625,16704.48046875,16607.140625,16685.48046875,3943870000.0,0.0,0.0,^NYA,
821,2021-06-09,16685.48046875,16691.01953125,16619.9609375,16620.0,3902870000.0,0.0,0.0,^NYA,
